model_number,marginal_log_mean,conditional_log_mean,marginal_mean_ll,conditional_mean_ll,marginal_var_ll,conditional_var_ll
0.0000000000e+00,-2.7836342439e+01,-2.6436369361e+01,-2.8200057681e+01,-2.7062419582e+01,1.0758133613e+00,1.8199113222e+00
0.0000000000e+00,-2.7658424969e+01,-2.5873913102e+01,-2.7860490015e+01,-2.6423651257e+01,4.4297886022e-01,1.6061196288e+00
0.0000000000e+00,-2.4480271796e+01,-2.3254227275e+01,-2.5192672982e+01,-2.4282729626e+01,2.3070591320e+00,3.0675355454e+00
0.0000000000e+00,-3.1337590397e+01,-2.8463529916e+01,-3.1947154483e+01,-2.9962229807e+01,1.6963135540e+00,4.1256506206e+00
0.0000000000e+00,-2.7300308934e+01,-2.6129453338e+01,-2.7374598511e+01,-2.6495255355e+01,1.5449131196e-01,9.9853844842e-01
0.0000000000e+00,-2.7077996209e+01,-2.5631700392e+01,-2.7231553142e+01,-2.6132363866e+01,3.5625846543e-01,1.4248009237e+00
0.0000000000e+00,-2.3651599978e+01,-2.3024205229e+01,-2.3999976258e+01,-2.3531805327e+01,1.1491103068e+00,1.5377115669e+00
0.0000000000e+00,-2.5498971245e+01,-2.3336518917e+01,-2.6153318538e+01,-2.4472549060e+01,2.0176951755e+00,3.4388894083e+00
0.0000000000e+00,-2.4379078094e+01,-2.2947103022e+01,-2.4826208836e+01,-2.3687219954e+01,1.2835942736e+00,2.2080951122e+00
0.0000000000e+00,-2.4533561734e+01,-2.3732637593e+01,-2.4857192626e+01,-2.4270774197e+01,9.9523613255e-01,1.5393429541e+00
0.0000000000e+00,-2.4691123435e+01,-2.3720993853e+01,-2.5020661580e+01,-2.4245991009e+01,9.8274878375e-01,1.5598831493e+00
0.0000000000e+00,-2.2125357329e+01,-2.1595433708e+01,-2.2159939218e+01,-2.1787329261e+01,7.1767830633e-02,4.9837762095e-01
0.0000000000e+00,-2.8814018400e+01,-2.5463181967e+01,-2.9672664515e+01,-2.6922925816e+01,2.3617781899e+00,4.4550926581e+00
0.0000000000e+00,-2.6733656233e+01,-2.5040988202e+01,-2.6807326771e+01,-2.5496432481e+01,1.5552231901e-01,1.2707624511e+00
0.0000000000e+00,-2.5584179309e+01,-2.5007006335e+01,-2.5610013386e+01,-2.5210542198e+01,5.3143990838e-02,5.3162852869e-01
0.0000000000e+00,-2.5825443925e+01,-2.4565016591e+01,-2.6189625641e+01,-2.5218973775e+01,1.1021668477e+00,1.8799790493e+00
0.0000000000e+00,-2.3950155447e+01,-2.3248157859e+01,-2.3993891256e+01,-2.3509161248e+01,9.3192584912e-02,6.6517151182e-01
0.0000000000e+00,-2.5337197507e+01,-2.4019361144e+01,-2.5682845173e+01,-2.4716812882e+01,1.0518346422e+00,1.9929607365e+00
0.0000000000e+00,-2.3171396881e+01,-2.2158212801e+01,-2.3230426487e+01,-2.2494307986e+01,1.2481360925e-01,9.2774695906e-01
0.0000000000e+00,-2.5128806442e+01,-2.3786851582e+01,-2.5542853321e+01,-2.4575157047e+01,1.2075168329e+00,2.1906151127e+00
0.0000000000e+00,-2.3305478253e+01,-2.2450500422e+01,-2.3659514156e+01,-2.2995572139e+01,1.1358134904e+00,1.6236682529e+00
0.0000000000e+00,-2.5641173489e+01,-2.4706922295e+01,-2.5854143387e+01,-2.5197859657e+01,6.6017499890e-01,1.3317859798e+00
0.0000000000e+00,-2.4652942701e+01,-2.3157607601e+01,-2.5030532963e+01,-2.3828783129e+01,1.0224133225e+00,1.9734444347e+00
0.0000000000e+00,-2.6714504580e+01,-2.5429987638e+01,-2.6987852722e+01,-2.6011716462e+01,7.8312596441e-01,1.6861960210e+00
0.0000000000e+00,-2.9276461614e+01,-2.8100077959e+01,-2.9850334125e+01,-2.8909921870e+01,1.7798152253e+00,2.4009456079e+00
0.0000000000e+00,-2.7019112610e+01,-2.5681787446e+01,-2.7406762675e+01,-2.6399152305e+01,1.2256459693e+00,2.1634081318e+00
0.0000000000e+00,-2.3778550594e+01,-2.2303970624e+01,-2.3996231162e+01,-2.2876079027e+01,6.3541147955e-01,1.6390223723e+00
0.0000000000e+00,-2.7843857801e+01,-2.6152466432e+01,-2.8002571892e+01,-2.6848834430e+01,3.4481472285e-01,1.7290848532e+00
0.0000000000e+00,-2.3002366441e+01,-2.2109150475e+01,-2.3357294276e+01,-2.2637651538e+01,1.0658293652e+00,1.5447865825e+00
0.0000000000e+00,-2.6369425578e+01,-2.5121684268e+01,-2.6757613957e+01,-2.5887334042e+01,1.1702324704e+00,2.1030133247e+00
0.0000000000e+00,-2.3963039388e+01,-2.3234181924e+01,-2.4294815429e+01,-2.3758606750e+01,1.0146333649e+00,1.4948659853e+00
0.0000000000e+00,-2.4789470965e+01,-2.4065146164e+01,-2.5133278907e+01,-2.4610151943e+01,1.0743553795e+00,1.5211230259e+00
0.0000000000e+00,-2.8373541152e+01,-2.5965875372e+01,-2.8946962790e+01,-2.7001168888e+01,1.6219766703e+00,3.0594146089e+00
0.0000000000e+00,-2.6180304247e+01,-2.4993706825e+01,-2.6230472472e+01,-2.5394584671e+01,1.0404631989e-01,1.0690167551e+00
0.0000000000e+00,-2.5993468518e+01,-2.4031762757e+01,-2.6069525168e+01,-2.4692692915e+01,1.6107612223e-01,1.7298967188e+00
0.0000000000e+00,-2.6386191569e+01,-2.4258313470e+01,-2.6560454614e+01,-2.4889479167e+01,3.8447327436e-01,1.8190707733e+00
0.0000000000e+00,-2.7048508684e+01,-2.5610863068e+01,-2.7184433369e+01,-2.6059417305e+01,2.8918252983e-01,1.2662425243e+00
0.0000000000e+00,-2.7288630954e+01,-2.5434920447e+01,-2.7643287372e+01,-2.6192995002e+01,1.0317556761e+00,2.2126260911e+00
0.0000000000e+00,-2.4934801084e+01,-2.3906721713e+01,-2.5289215238e+01,-2.4476784956e+01,1.1151599997e+00,1.6417536667e+00
0.0000000000e+00,-2.1310564476e+01,-2.0823682011e+01,-2.1355430313e+01,-2.1019346320e+01,9.4040988749e-02,4.9087615419e-01
0.0000000000e+00,-2.3291482571e+01,-2.2339979406e+01,-2.3329338428e+01,-2.2653961701e+01,7.7921027746e-02,8.6007396338e-01
0.0000000000e+00,-2.5435546615e+01,-2.4643813038e+01,-2.5497637548e+01,-2.4944600701e+01,1.2832073893e-01,7.4499093219e-01
0.0000000000e+00,-2.4528838608e+01,-2.3213284974e+01,-2.4804770833e+01,-2.3772749220e+01,7.6355100363e-01,1.5968167576e+00
0.0000000000e+00,-2.8472634193e+01,-2.6660505552e+01,-2.8785859694e+01,-2.7560406899e+01,8.5204222960e-01,2.2971543588e+00
0.0000000000e+00,-2.4781892405e+01,-2.3379789851e+01,-2.5152006205e+01,-2.4137943888e+01,1.1410088045e+00,2.0811584208e+00
0.0000000000e+00,-2.1867531916e+01,-2.0918496886e+01,-2.1923491170e+01,-2.1242007067e+01,1.1890249448e-01,8.6931392995e-01
0.0000000000e+00,-2.5912262607e+01,-2.3885505295e+01,-2.6064621167e+01,-2.4569541136e+01,3.3613590009e-01,1.8788493607e+00
0.0000000000e+00,-2.5038048899e+01,-2.3776557510e+01,-2.5120658322e+01,-2.4151008812e+01,1.9488364308e-01,1.0738507839e+00
0.0000000000e+00,-2.4230992226e+01,-2.2356004808e+01,-2.4355327617e+01,-2.2941677050e+01,2.6784252464e-01,1.7023696153e+00
0.0000000000e+00,-2.4465723915e+01,-2.3140322675e+01,-2.5079422216e+01,-2.4090303041e+01,1.8788609865e+00,2.7816632213e+00
0.0000000000e+00,-2.6518062942e+01,-2.3969776836e+01,-2.6824027906e+01,-2.4975138847e+01,8.1773500063e-01,2.7224526703e+00
0.0000000000e+00,-2.4197769919e+01,-2.2242488000e+01,-2.4329048038e+01,-2.2871703031e+01,2.8684994903e-01,1.7336059941e+00
0.0000000000e+00,-2.6822156249e+01,-2.5359784253e+01,-2.7168502916e+01,-2.6059872118e+01,1.0790742927e+00,1.9563361158e+00
0.0000000000e+00,-2.5953683916e+01,-2.3642758870e+01,-2.6625649305e+01,-2.4996977047e+01,2.0399382683e+00,3.7682982793e+00
0.0000000000e+00,-2.8592013742e+01,-2.4620824267e+01,-2.9191852783e+01,-2.6025991292e+01,1.5229482110e+00,4.3200678023e+00
0.0000000000e+00,-2.2546685212e+01,-2.1907682140e+01,-2.2577357417e+01,-2.2154561792e+01,6.2874186942e-02,6.0383072949e-01
0.0000000000e+00,-2.4205994994e+01,-2.1636748324e+01,-2.4532874417e+01,-2.2390067086e+01,7.3441551970e-01,2.2567527432e+00
0.0000000000e+00,-2.3813350653e+01,-2.2649506770e+01,-2.3863413192e+01,-2.3092829485e+01,1.0337623946e-01,1.1192586074e+00
0.0000000000e+00,-2.5529652028e+01,-2.3703773617e+01,-2.5770592425e+01,-2.4539865982e+01,6.5595238450e-01,2.0829738827e+00
0.0000000000e+00,-2.6308730990e+01,-2.4938951609e+01,-2.6398827350e+01,-2.5411079080e+01,1.9164354572e-01,1.2522256995e+00
0.0000000000e+00,-2.2325692677e+01,-2.1457531397e+01,-2.2544054578e+01,-2.1856378011e+01,6.6380139485e-01,1.1866061809e+00
0.0000000000e+00,-2.7060248997e+01,-2.6296538454e+01,-2.7378270641e+01,-2.6777791961e+01,9.2315341379e-01,1.3936310148e+00
1.0000000000e+00,-1.4700642944e+01,-1.4295342205e+01,-1.5014645939e+01,-1.4693170184e+01,9.7342689559e-01,1.1862746443e+00
1.0000000000e+00,-1.7739785374e+01,-1.7028790461e+01,-1.8157587225e+01,-1.7655835528e+01,1.2970297463e+00,1.8105751531e+00
1.0000000000e+00,-1.5745776203e+01,-1.4749401875e+01,-1.5904921985e+01,-1.5125774121e+01,3.9087376899e-01,1.0914498498e+00
1.0000000000e+00,-2.2021376020e+01,-2.1292806071e+01,-2.2313546066e+01,-2.1703352715e+01,8.5588692092e-01,1.2247846153e+00
1.0000000000e+00,-1.6027285086e+01,-1.5224297813e+01,-1.6125846859e+01,-1.5516313675e+01,2.1877042238e-01,7.8882464571e-01
1.0000000000e+00,-1.6072399876e+01,-1.5395263345e+01,-1.6560743387e+01,-1.6037346220e+01,1.4463298387e+00,1.8618328186e+00
1.0000000000e+00,-1.5892161438e+01,-1.5433490573e+01,-1.5931899267e+01,-1.5594427868e+01,8.5435933844e-02,4.3747406887e-01
1.0000000000e+00,-1.5513258820e+01,-1.4853925057e+01,-1.5863105571e+01,-1.5380304973e+01,1.1321941035e+00,1.5790549441e+00
1.0000000000e+00,-1.4130335711e+01,-1.3771949579e+01,-1.4195791072e+01,-1.3927671997e+01,1.4090256589e-01,4.1128343284e-01
1.0000000000e+00,-1.6569833315e+01,-1.6034416215e+01,-1.6750374064e+01,-1.6396446209e+01,4.4782976085e-01,9.0748050873e-01
1.0000000000e+00,-1.3710683566e+01,-1.3474483559e+01,-1.3731085290e+01,-1.3572653958e+01,4.1172109314e-02,2.5125366951e-01
1.0000000000e+00,-1.6821674979e+01,-1.5791142790e+01,-1.7060453244e+01,-1.6305495608e+01,7.0154344967e-01,1.4384112387e+00
1.0000000000e+00,-1.5213322150e+01,-1.4344570796e+01,-1.5426143257e+01,-1.4792774442e+01,6.2104221440e-01,1.2797664534e+00
1.0000000000e+00,-1.8602470971e+01,-1.8176833155e+01,-1.8666112309e+01,-1.8348589870e+01,1.3744510085e-01,4.5789452242e-01
1.0000000000e+00,-1.9993356294e+01,-1.9656602530e+01,-2.0119229343e+01,-1.9877379274e+01,2.8854541069e-01,5.6174723949e-01
1.0000000000e+00,-1.6113498612e+01,-1.5498744284e+01,-1.6457790872e+01,-1.5973374430e+01,1.0475539436e+00,1.4329186767e+00
1.0000000000e+00,-1.5898432881e+01,-1.5313820605e+01,-1.6231505292e+01,-1.5772811097e+01,1.0514069980e+00,1.3764758683e+00
1.0000000000e+00,-1.6171163819e+01,-1.5573443699e+01,-1.6620822702e+01,-1.6070370583e+01,1.5054960114e+00,1.6187808695e+00
1.0000000000e+00,-1.5026389178e+01,-1.4538157060e+01,-1.5394992416e+01,-1.5011522297e+01,1.0646318596e+00,1.3476199390e+00
1.0000000000e+00,-1.6055522712e+01,-1.5069036001e+01,-1.6128408087e+01,-1.5372987160e+01,1.5350573063e-01,8.7202580187e-01
1.0000000000e+00,-1.9416901530e+01,-1.7639530728e+01,-1.9794148423e+01,-1.8602988000e+01,1.1637853127e+00,2.7060222250e+00
1.0000000000e+00,-1.7377462904e+01,-1.5460274277e+01,-1.7685487409e+01,-1.6173266713e+01,6.4600638000e-01,2.0404327936e+00
1.0000000000e+00,-1.6868975819e+01,-1.6518713384e+01,-1.7191797348e+01,-1.6877309108e+01,1.0283277841e+00,1.1447304073e+00
1.0000000000e+00,-1.5744769145e+01,-1.5172516418e+01,-1.5911614485e+01,-1.5529996103e+01,4.7536597565e-01,9.2640027819e-01
1.0000000000e+00,-1.6554584329e+01,-1.6042659513e+01,-1.6886611356e+01,-1.6494689353e+01,1.0653291297e+00,1.4097683516e+00
1.0000000000e+00,-1.7329131642e+01,-1.6534097274e+01,-1.7506962306e+01,-1.6960486744e+01,5.4822947100e-01,1.1351630306e+00
1.0000000000e+00,-1.6100048261e+01,-1.5529219749e+01,-1.6457645959e+01,-1.6055758364e+01,9.8271378886e-01,1.4054535955e+00
1.0000000000e+00,-1.4735890682e+01,-1.4403788682e+01,-1.4951184498e+01,-1.4690494481e+01,6.8015199356e-01,8.8048002373e-01
1.0000000000e+00,-1.5225761485e+01,-1.4648156758e+01,-1.5488536843e+01,-1.5044606688e+01,8.1157707917e-01,1.1760465285e+00
1.0000000000e+00,-1.7219215231e+01,-1.6212420050e+01,-1.7293435244e+01,-1.6510874043e+01,1.5551908086e-01,8.4332454770e-01
1.0000000000e+00,-1.6876325660e+01,-1.6303211635e+01,-1.7198468849e+01,-1.6722169164e+01,1.0099533028e+00,1.2591779778e+00
1.0000000000e+00,-1.4853356857e+01,-1.4372024240e+01,-1.4918411611e+01,-1.4551545719e+01,1.4309723863e-01,4.9450642856e-01
1.0000000000e+00,-1.5410575520e+01,-1.4675351390e+01,-1.5728972926e+01,-1.5174990095e+01,9.4928397688e-01,1.4400110271e+00
1.0000000000e+00,-1.4507211375e+01,-1.4191983207e+01,-1.4845303957e+01,-1.4581706500e+01,1.0633542757e+00,1.2128920805e+00
1.0000000000e+00,-1.8402890630e+01,-1.6200471897e+01,-1.8847632537e+01,-1.7164796836e+01,1.3219258495e+00,2.7695311179e+00
1.0000000000e+00,-1.8966233286e+01,-1.7415663404e+01,-1.9176432272e+01,-1.7985963605e+01,4.4763371383e-01,1.5998340410e+00
1.0000000000e+00,-1.9253415895e+01,-1.8233577418e+01,-1.9304882042e+01,-1.8638764201e+01,1.0592737083e-01,1.0198604928e+00
1.0000000000e+00,-1.6513659775e+01,-1.6282064873e+01,-1.6523144753e+01,-1.6358532984e+01,1.9566277902e-02,2.0347065855e-01
1.0000000000e+00,-1.7727690822e+01,-1.6142244192e+01,-1.7987603364e+01,-1.6923404352e+01,7.3993448851e-01,2.0725652821e+00
1.0000000000e+00,-1.6145006997e+01,-1.5284968489e+01,-1.6603389845e+01,-1.5925462992e+01,1.4529921138e+00,1.9045550724e+00
1.0000000000e+00,-1.6082845047e+01,-1.4894869854e+01,-1.6438912611e+01,-1.5516069900e+01,1.0875016623e+00,1.8542076027e+00
1.0000000000e+00,-1.5887899665e+01,-1.5215673338e+01,-1.6349346706e+01,-1.5816982075e+01,1.4531499323e+00,1.8088944434e+00
1.0000000000e+00,-1.9575433459e+01,-1.8522946114e+01,-1.9753666350e+01,-1.8994330616e+01,5.0923670740e-01,1.3210157441e+00
1.0000000000e+00,-1.5157514841e+01,-1.4628223970e+01,-1.5500116990e+01,-1.5002068933e+01,1.0745507540e+00,1.1495713040e+00
1.0000000000e+00,-1.6974238669e+01,-1.6007677291e+01,-1.7072246991e+01,-1.6311091177e+01,2.1204445858e-01,8.9115189657e-01
1.0000000000e+00,-1.5988734558e+01,-1.5315934014e+01,-1.6320369433e+01,-1.5836141232e+01,1.0747635351e+00,1.5626825498e+00
1.0000000000e+00,-1.8551940704e+01,-1.6193348092e+01,-1.8906297330e+01,-1.7298671043e+01,9.7936808985e-01,3.0296196909e+00
1.0000000000e+00,-1.4698012754e+01,-1.4051298843e+01,-1.4753373548e+01,-1.4263369943e+01,1.1918178095e-01,5.8146320236e-01
1.0000000000e+00,-1.6331951685e+01,-1.5918452407e+01,-1.6346870068e+01,-1.6045644038e+01,3.0667750055e-02,3.5551405066e-01
1.0000000000e+00,-1.5044152346e+01,-1.4723391014e+01,-1.5203843094e+01,-1.4960284355e+01,5.2991003367e-01,7.3459218347e-01
1.0000000000e+00,-1.5978857370e+01,-1.5247468394e+01,-1.6439457949e+01,-1.5810753310e+01,1.4819221426e+00,1.7653900003e+00
1.0000000000e+00,-1.7074459855e+01,-1.5953100844e+01,-1.7436653753e+01,-1.6549121282e+01,1.0728783601e+00,1.8007973351e+00
1.0000000000e+00,-1.4791297585e+01,-1.4510705694e+01,-1.5166195453e+01,-1.4952329952e+01,1.2113641757e+00,1.3884387612e+00
1.0000000000e+00,-1.6297991713e+01,-1.5764756554e+01,-1.6607917373e+01,-1.6156026872e+01,9.3529581189e-01,1.1760048467e+00
1.0000000000e+00,-1.4383835842e+01,-1.4046828297e+01,-1.4400681663e+01,-1.4169084078e+01,3.4201352213e-02,3.0911972867e-01
1.0000000000e+00,-1.7038839397e+01,-1.5355579218e+01,-1.7733198081e+01,-1.6264062499e+01,2.0965466846e+00,2.8782347029e+00
1.0000000000e+00,-1.5870726457e+01,-1.4881993366e+01,-1.5905255664e+01,-1.5158948635e+01,7.3355707245e-02,7.7179088648e-01
1.0000000000e+00,-1.6972835463e+01,-1.6731895122e+01,-1.6983346437e+01,-1.6814673790e+01,2.1482344756e-02,2.1782010900e-01
1.0000000000e+00,-1.6214803841e+01,-1.5664961424e+01,-1.6383304065e+01,-1.5952087813e+01,4.9841678708e-01,8.5531540498e-01
1.0000000000e+00,-1.4780462389e+01,-1.4454526380e+01,-1.4792889311e+01,-1.4560080221e+01,2.5141873693e-02,2.7766184264e-01
1.0000000000e+00,-1.5973761527e+01,-1.5550676103e+01,-1.6131091847e+01,-1.5804710843e+01,4.6890285290e-01,7.2430279242e-01
1.0000000000e+00,-1.4589152277e+01,-1.3910556979e+01,-1.4642996771e+01,-1.4144302092e+01,1.1330352890e-01,6.4131187713e-01
1.0000000000e+00,-1.6051852851e+01,-1.5336660845e+01,-1.6218620040e+01,-1.5720010989e+01,5.1620710761e-01,1.0762469797e+00
1.0000000000e+00,-1.4757675170e+01,-1.4268996530e+01,-1.4932776194e+01,-1.4552307262e+01,5.5310318360e-01,8.2414475760e-01
1.0000000000e+00,-1.6481507032e+01,-1.6040154028e+01,-1.6664385946e+01,-1.6328375438e+01,5.7358672328e-01,8.7674617364e-01
1.0000000000e+00,-1.7334338604e+01,-1.6186501070e+01,-1.7614448160e+01,-1.6680598824e+01,8.0587247236e-01,1.5301206846e+00
1.0000000000e+00,-1.5771467497e+01,-1.4744963986e+01,-1.5984904659e+01,-1.5221506721e+01,6.2853879908e-01,1.3978726745e+00
1.0000000000e+00,-2.0291654845e+01,-1.9803842661e+01,-2.0683488911e+01,-2.0262205561e+01,1.2148449923e+00,1.3680755270e+00
1.0000000000e+00,-1.7792347963e+01,-1.7033614517e+01,-1.8146322867e+01,-1.7603280220e+01,1.1629325467e+00,1.7323201299e+00
1.0000000000e+00,-1.6481969697e+01,-1.5480031524e+01,-1.6660890367e+01,-1.5872528070e+01,5.3983960459e-01,1.1898154265e+00
1.0000000000e+00,-1.5341859603e+01,-1.4636674055e+01,-1.5388998742e+01,-1.4853348443e+01,9.8736468480e-02,6.0032067292e-01
1.0000000000e+00,-1.4937110902e+01,-1.4427859064e+01,-1.5264539593e+01,-1.4843985087e+01,9.9227271786e-01,1.2424502075e+00
1.0000000000e+00,-1.7467148317e+01,-1.6656880532e+01,-1.7675859135e+01,-1.7130286856e+01,5.9524251207e-01,1.2472457319e+00
1.0000000000e+00,-1.6151944486e+01,-1.5828533854e+01,-1.6301070365e+01,-1.6061544565e+01,4.7031046096e-01,6.8258914162e-01
1.0000000000e+00,-1.5668257642e+01,-1.5391579694e+01,-1.5827897868e+01,-1.5614465973e+01,5.0387790087e-01,6.6780801867e-01
1.0000000000e+00,-2.0448823962e+01,-1.8764960030e+01,-2.0925920780e+01,-1.9541601746e+01,1.3450136636e+00,2.2976296028e+00
1.0000000000e+00,-1.5211409770e+01,-1.4616510385e+01,-1.5229202123e+01,-1.4805652292e+01,3.6583361634e-02,5.1170296620e-01
1.0000000000e+00,-1.6719580317e+01,-1.5607013426e+01,-1.6760822455e+01,-1.6037258267e+01,8.4206613579e-02,1.0413559473e+00
1.0000000000e+00,-1.7138907656e+01,-1.6191170548e+01,-1.7207789306e+01,-1.6495940575e+01,1.4730729502e-01,8.6914030085e-01
1.0000000000e+00,-2.0100392821e+01,-1.9269186324e+01,-2.0201655549e+01,-1.9554496714e+01,2.1634155134e-01,8.2475834304e-01
1.0000000000e+00,-1.7802900012e+01,-1.7461473250e+01,-1.8006382751e+01,-1.7702580575e+01,6.8470603097e-01,7.7240775749e-01
1.0000000000e+00,-1.5407784953e+01,-1.4877693907e+01,-1.5722417917e+01,-1.5274314804e+01,1.0076107350e+00,1.1944640359e+00
