model_number,marginal_log_mean,conditional_log_mean,marginal_mean_ll,conditional_mean_ll,marginal_var_ll,conditional_var_ll
1.0000000000e+00,-1.6153765397e+01,-1.5825307392e+01,-1.6314600618e+01,-1.6072903585e+01,5.4021302742e-01,7.5870506816e-01
1.0000000000e+00,-1.5661458962e+01,-1.5384480499e+01,-1.5826478469e+01,-1.5617038216e+01,5.1801294775e-01,7.1310369451e-01
1.0000000000e+00,-2.0446622436e+01,-1.8781556338e+01,-2.0958230019e+01,-1.9587056011e+01,1.4449506379e+00,2.3734989765e+00
1.0000000000e+00,-1.5222343183e+01,-1.4607768273e+01,-1.5240991631e+01,-1.4793339519e+01,3.8396389684e-02,5.1429981761e-01
1.0000000000e+00,-1.6592651778e+01,-1.5491603476e+01,-1.6646908616e+01,-1.5926409118e+01,1.1241187526e-01,1.0908259248e+00
1.0000000000e+00,-1.7076283829e+01,-1.6136065192e+01,-1.7139834722e+01,-1.6420950909e+01,1.3615543613e-01,8.0921125488e-01
1.0000000000e+00,-2.0033074145e+01,-1.9215892416e+01,-2.0132380462e+01,-1.9476941342e+01,2.1116981632e-01,7.3778997860e-01
1.0000000000e+00,-1.7815677585e+01,-1.7464100577e+01,-1.8000244041e+01,-1.7698565140e+01,5.9340360309e-01,7.3967145326e-01
1.0000000000e+00,-1.5388044043e+01,-1.4887216187e+01,-1.5704383434e+01,-1.5292297647e+01,1.0669412197e+00,1.2694526038e+00
1.0000000000e+00,-1.4095311508e+01,-1.3724792781e+01,-1.4130696806e+01,-1.3877374210e+01,7.3989893286e-02,3.8418405231e-01
1.0000000000e+00,-1.6218297456e+01,-1.5685017710e+01,-1.6229657358e+01,-1.5844922337e+01,2.3025988386e-02,4.4294524027e-01
1.0000000000e+00,-1.4271979651e+01,-1.3868602355e+01,-1.4292544388e+01,-1.4009715826e+01,4.1894143078e-02,3.6762999539e-01
1.0000000000e+00,-1.7444253343e+01,-1.6371318466e+01,-1.7666887850e+01,-1.6829377121e+01,6.1061447447e-01,1.3177039628e+00
1.0000000000e+00,-1.7569421174e+01,-1.6264260967e+01,-1.7868876253e+01,-1.7028404444e+01,8.5818794579e-01,1.9849946491e+00
1.0000000000e+00,-1.6349434870e+01,-1.5522731368e+01,-1.6721590222e+01,-1.6038283573e+01,1.1494185888e+00,1.5928726546e+00
1.0000000000e+00,-1.4315625186e+01,-1.4008983749e+01,-1.4330739950e+01,-1.4113431940e+01,3.0553900246e-02,2.7109726397e-01
1.0000000000e+00,-1.7937168246e+01,-1.6742066597e+01,-1.8034865437e+01,-1.7142643914e+01,2.2227524086e-01,1.1383491926e+00
1.0000000000e+00,-1.6992600629e+01,-1.6085334350e+01,-1.7047089309e+01,-1.6352790523e+01,1.2433050668e-01,7.6416981886e-01
1.0000000000e+00,-1.6610603210e+01,-1.5196441644e+01,-1.6709689304e+01,-1.5614023867e+01,2.1125227468e-01,1.2259864475e+00
1.0000000000e+00,-1.5768493858e+01,-1.5077161402e+01,-1.6109297852e+01,-1.5572700381e+01,1.0567904711e+00,1.5281213790e+00
1.0000000000e+00,-1.8079649732e+01,-1.5952852860e+01,-1.8361782062e+01,-1.6839423261e+01,7.2844968873e-01,2.4393016744e+00
1.0000000000e+00,-1.6196329235e+01,-1.5308168053e+01,-1.6223758809e+01,-1.5580538904e+01,5.7481450375e-02,7.5336594764e-01
1.0000000000e+00,-1.6695434558e+01,-1.5790812965e+01,-1.7051759553e+01,-1.6259315312e+01,1.0834104597e+00,1.3906599061e+00
1.0000000000e+00,-1.5688764076e+01,-1.5208693333e+01,-1.6104644311e+01,-1.5708151760e+01,1.2866584852e+00,1.5284281912e+00
1.0000000000e+00,-1.7323610402e+01,-1.6449692039e+01,-1.7618544809e+01,-1.6796349650e+01,9.2424634744e-01,1.0968924217e+00
1.0000000000e+00,-1.4492351784e+01,-1.4176236661e+01,-1.4505965258e+01,-1.4297912955e+01,2.7500740339e-02,3.1154962921e-01
1.0000000000e+00,-1.6133431755e+01,-1.4800359269e+01,-1.6294718388e+01,-1.5217728390e+01,3.6152658804e-01,1.2430275224e+00
1.0000000000e+00,-1.6008843584e+01,-1.5554824743e+01,-1.6037817876e+01,-1.5723850582e+01,6.2284103294e-02,4.3361513854e-01
1.0000000000e+00,-1.6421320448e+01,-1.5422528966e+01,-1.6564806752e+01,-1.5781233060e+01,3.2354648634e-01,1.0350824832e+00
1.0000000000e+00,-1.6929432096e+01,-1.6472465778e+01,-1.6952972971e+01,-1.6620653886e+01,4.9186595686e-02,4.1179217950e-01
1.0000000000e+00,-1.4816798624e+01,-1.4322748092e+01,-1.4999608830e+01,-1.4627464937e+01,5.5503869528e-01,8.9210626602e-01
1.0000000000e+00,-1.9311908814e+01,-1.8946702999e+01,-1.9669454826e+01,-1.9351734656e+01,1.1094758051e+00,1.2665417383e+00
2.0000000000e+00,-7.6396469301e+00,-7.2818286294e+00,-7.8156899501e+00,-7.5621822904e+00,5.3805219880e-01,8.1218622446e-01
2.0000000000e+00,-7.9120954437e+00,-7.4569400441e+00,-8.0127016170e+00,-7.6841798147e+00,2.1885401963e-01,5.6081525831e-01
2.0000000000e+00,-1.0315192048e+01,-9.6405626044e+00,-1.0354483954e+01,-9.8753230054e+00,8.2673606722e-02,6.1935745930e-01
2.0000000000e+00,-8.8658497080e+00,-8.3144189881e+00,-8.8910477477e+00,-8.5073433030e+00,4.9848910133e-02,4.9804193479e-01
2.0000000000e+00,-7.3447352114e+00,-7.0638865460e+00,-7.3661775782e+00,-7.1766231576e+00,4.4247897774e-02,2.8125341372e-01
2.0000000000e+00,-7.8589398241e+00,-7.3822493290e+00,-8.0533989604e+00,-7.7050527972e+00,5.8974817977e-01,9.2415007629e-01
2.0000000000e+00,-7.5966298939e+00,-7.1668752705e+00,-7.6492217111e+00,-7.3752252312e+00,1.1114087298e-01,4.7912667485e-01
2.0000000000e+00,-8.4909152169e+00,-7.8733828087e+00,-8.8209002731e+00,-8.3713835892e+00,1.0146855230e+00,1.4572638454e+00
2.0000000000e+00,-8.0496584958e+00,-7.3591273489e+00,-8.1084555680e+00,-7.6300753023e+00,1.2892357148e-01,7.3434011980e-01
2.0000000000e+00,-7.1095636054e+00,-6.7528444333e+00,-7.1348352418e+00,-6.8983011396e+00,5.1985355288e-02,3.6760450245e-01
2.0000000000e+00,-9.4747094742e+00,-9.2487881175e+00,-9.4849454670e+00,-9.3364358103e+00,2.0818203078e-02,2.3444635733e-01
2.0000000000e+00,-1.0501943687e+01,-9.9573382454e+00,-1.0777072852e+01,-1.0437082017e+01,7.8333665624e-01,1.2282907689e+00
2.0000000000e+00,-8.7337722085e+00,-7.8885536044e+00,-8.9472094235e+00,-8.3198133348e+00,6.2345864558e-01,1.2307421048e+00
2.0000000000e+00,-7.9336229634e+00,-7.4110396570e+00,-7.9744983451e+00,-7.5953911695e+00,8.8543445093e-02,5.0185038283e-01
2.0000000000e+00,-1.0373070389e+01,-9.7036478201e+00,-1.0634446878e+01,-1.0164719431e+01,5.5067159235e-01,1.0585670766e+00
2.0000000000e+00,-8.1314034370e+00,-7.4698045749e+00,-8.3623790062e+00,-7.8955141098e+00,6.4731933949e-01,1.1751559934e+00
2.0000000000e+00,-7.8415798079e+00,-7.2583186709e+00,-8.0441797971e+00,-7.6313822560e+00,6.0871342971e-01,1.0403297384e+00
2.0000000000e+00,-1.1164950191e+01,-9.8829932830e+00,-1.1624023888e+01,-1.0641445155e+01,1.1877328093e+00,2.0902999772e+00
2.0000000000e+00,-1.2598961537e+01,-1.0096981304e+01,-1.2906628578e+01,-1.1542192663e+01,6.4646546996e-01,3.1127819580e+00
2.0000000000e+00,-7.3463874508e+00,-6.9529728594e+00,-7.3660001268e+00,-7.0954104782e+00,3.9803741305e-02,3.7945411344e-01
2.0000000000e+00,-9.1511031893e+00,-8.6742206613e+00,-9.2095898508e+00,-8.8535718630e+00,1.2247618939e-01,4.7117776024e-01
2.0000000000e+00,-8.4411772366e+00,-8.1326676564e+00,-8.5247306041e+00,-8.3499963079e+00,1.8125429016e-01,4.6769781491e-01
2.0000000000e+00,-7.6501653816e+00,-7.1948527007e+00,-7.8378895902e+00,-7.4986079884e+00,5.7152579450e-01,8.6328095547e-01
2.0000000000e+00,-9.8151415143e+00,-7.8339121740e+00,-1.0060332348e+01,-8.5480525142e+00,5.4860236051e-01,2.1076533396e+00
2.0000000000e+00,-1.0152781894e+01,-8.9876266942e+00,-1.0551058726e+01,-9.7170189747e+00,1.2070803833e+00,2.0744589898e+00
2.0000000000e+00,-7.6455924696e+00,-7.3494318080e+00,-7.6602300780e+00,-7.4518483497e+00,2.9882143046e-02,2.7096315920e-01
2.0000000000e+00,-9.6168503045e+00,-8.3770124542e+00,-9.7954535129e+00,-8.9316491004e+00,3.7488335198e-01,1.3931070955e+00
2.0000000000e+00,-1.4881877239e+01,-1.2561201589e+01,-1.5384558102e+01,-1.3829792351e+01,1.1221257835e+00,2.9889239286e+00
2.0000000000e+00,-8.3994151193e+00,-7.7198996615e+00,-8.7549869147e+00,-8.2051074149e+00,1.0812934723e+00,1.4588178318e+00
2.0000000000e+00,-9.8922504464e+00,-8.3644656526e+00,-1.0523709136e+01,-9.4706245328e+00,1.6273193708e+00,3.0468292118e+00
2.0000000000e+00,-1.1391698275e+01,-1.0461991046e+01,-1.1468530920e+01,-1.0857431307e+01,1.5670273495e-01,9.2473246256e-01
2.0000000000e+00,-7.8426833425e+00,-7.2576352904e+00,-7.8781046341e+00,-7.4780752840e+00,7.3774993113e-02,5.4073900047e-01
2.0000000000e+00,-9.3509284485e+00,-8.9699431693e+00,-9.4065293551e+00,-9.1558412238e+00,1.1988947636e-01,4.7353065732e-01
2.0000000000e+00,-8.7414569811e+00,-8.3839577786e+00,-8.8599666673e+00,-8.6213989038e+00,2.5387464623e-01,5.4931281449e-01
2.0000000000e+00,-9.3588558946e+00,-7.7605892622e+00,-9.6969833828e+00,-8.5013830342e+00,7.9394705257e-01,2.1810833225e+00
2.0000000000e+00,-8.8558015625e+00,-7.5513851698e+00,-8.9641611023e+00,-7.8721046030e+00,2.5652416552e-01,9.9434452355e-01
2.0000000000e+00,-9.6439088378e+00,-8.9978650031e+00,-9.6820539573e+00,-9.2077623055e+00,8.1201652268e-02,5.9054430670e-01
2.0000000000e+00,-7.7199357245e+00,-7.4983064577e+00,-7.7295021957e+00,-7.5763839631e+00,1.9329587914e-02,1.9966617599e-01
2.0000000000e+00,-9.4256834789e+00,-8.9576943258e+00,-9.4445912179e+00,-9.1095655784e+00,3.8401675929e-02,4.0775639919e-01
2.0000000000e+00,-9.7193246813e+00,-9.0405016127e+00,-9.9125909682e+00,-9.4392368686e+00,6.0558711827e-01,1.1297568229e+00
2.0000000000e+00,-1.0170183123e+01,-9.8185308915e+00,-1.0197958663e+01,-9.9641532123e+00,5.6633313801e-02,3.5578217716e-01
2.0000000000e+00,-9.3732525934e+00,-8.8975758661e+00,-9.4304680886e+00,-9.0992787049e+00,1.1761434586e-01,4.8778066665e-01
2.0000000000e+00,-7.8241249283e+00,-7.2313707186e+00,-7.8546400185e+00,-7.4293350461e+00,6.2012723302e-02,5.2334522964e-01
2.0000000000e+00,-1.2588207009e+01,-1.1797094430e+01,-1.2661872946e+01,-1.2097192978e+01,1.5369946837e-01,7.4394653194e-01
2.0000000000e+00,-1.0560341074e+01,-9.8891060882e+00,-1.0593779116e+01,-1.0090708643e+01,7.0233827037e-02,5.6084711070e-01
2.0000000000e+00,-8.6471310879e+00,-8.0558625450e+00,-9.0070008685e+00,-8.5727515394e+00,1.1291196862e+00,1.5369341541e+00
2.0000000000e+00,-1.2779773340e+01,-1.2267205484e+01,-1.3066799445e+01,-1.2677276768e+01,8.1553844780e-01,1.1800823610e+00
2.0000000000e+00,-1.2996522323e+01,-1.2257220432e+01,-1.3094564013e+01,-1.2523022486e+01,2.1270150922e-01,7.8231844385e-01
2.0000000000e+00,-1.0384682808e+01,-9.5260752916e+00,-1.0472615051e+01,-9.8257172018e+00,1.9530682848e-01,8.2073793661e-01
2.0000000000e+00,-8.5628212151e+00,-8.2742311775e+00,-8.7316357176e+00,-8.5262185977e+00,5.2921166495e-01,7.2647833671e-01
2.0000000000e+00,-9.0491910449e+00,-7.9320993412e+00,-9.1973459326e+00,-8.3582359923e+00,3.3048262870e-01,1.1275016784e+00
2.0000000000e+00,-7.3057149647e+00,-7.0178244766e+00,-7.3349246602e+00,-7.1297165598e+00,6.1681986761e-02,2.8207100071e-01
2.0000000000e+00,-9.6188211697e+00,-8.9974837738e+00,-9.7450109701e+00,-9.3975655011e+00,2.4059763207e-01,7.9967462515e-01
2.0000000000e+00,-8.2358952559e+00,-7.8020354171e+00,-8.2658733125e+00,-7.9622262600e+00,6.0212301234e-02,4.2377515767e-01
2.0000000000e+00,-7.6960523989e+00,-7.5262293299e+00,-7.7056833548e+00,-7.5865592932e+00,1.9577975618e-02,1.6104796896e-01
2.0000000000e+00,-1.1462290125e+01,-9.9315620069e+00,-1.1937725581e+01,-1.0789321290e+01,1.1996641353e+00,2.2656654422e+00
2.0000000000e+00,-1.0919593994e+01,-1.0162577133e+01,-1.0963833982e+01,-1.0385211031e+01,9.4973965073e-02,6.2621877715e-01
2.0000000000e+00,-8.6945077217e+00,-8.3699511776e+00,-8.7097533886e+00,-8.5054945880e+00,3.1072211294e-02,3.4133743053e-01
2.0000000000e+00,-9.5485040498e+00,-8.9184901034e+00,-9.7309676892e+00,-9.2775029132e+00,5.7082417880e-01,1.0184561165e+00
2.0000000000e+00,-9.1393625388e+00,-8.7698848738e+00,-9.1565219199e+00,-8.9141549314e+00,3.5343988320e-02,3.6119434976e-01
2.0000000000e+00,-9.4530949102e+00,-8.4961512527e+00,-9.6942446001e+00,-9.0097238098e+00,6.9194494103e-01,1.4650389960e+00
2.0000000000e+00,-8.6752014982e+00,-8.3224374783e+00,-8.6928641410e+00,-8.4445323557e+00,3.6367531650e-02,3.3704764088e-01
2.0000000000e+00,-9.3757583471e+00,-8.6250258572e+00,-9.6540459019e+00,-9.0998917467e+00,7.7722322563e-01,1.3299088507e+00
2.0000000000e+00,-8.5737687314e+00,-8.2113155194e+00,-8.7386814311e+00,-8.4800627942e+00,5.1306210771e-01,7.7364492723e-01
2.0000000000e+00,-9.4157302480e+00,-8.8807094827e+00,-9.4811535511e+00,-9.1581836273e+00,1.3484528545e-01,6.3270945935e-01
2.0000000000e+00,-7.1828755261e+00,-6.8989913727e+00,-7.2264740097e+00,-7.0316325812e+00,8.9257012222e-02,3.1712770050e-01
2.0000000000e+00,-1.0917525749e+01,-1.0645719649e+01,-1.0941427140e+01,-1.0737820896e+01,4.8990657875e-02,2.5213705957e-01
2.0000000000e+00,-8.7767922319e+00,-8.1318367326e+00,-8.9751047570e+00,-8.5255846440e+00,5.7665819494e-01,1.1001544344e+00
2.0000000000e+00,-9.0932405541e+00,-8.5871976162e+00,-9.1151362644e+00,-8.7678545414e+00,4.4544286197e-02,4.4776441130e-01
2.0000000000e+00,-7.2552799882e+00,-6.8273424700e+00,-7.2993074007e+00,-7.0112835295e+00,9.2680136841e-02,4.6567529014e-01
2.0000000000e+00,-1.2655530278e+01,-1.1680684732e+01,-1.2745796018e+01,-1.2151617286e+01,1.9367132515e-01,1.0787057199e+00
2.0000000000e+00,-8.0069573708e+00,-7.6077695062e+00,-8.0520766643e+00,-7.7763124939e+00,9.2963504757e-02,4.2219037245e-01
2.0000000000e+00,-8.8406485823e+00,-8.4123037812e+00,-9.0075960847e+00,-8.6997358406e+00,5.2307991195e-01,8.5671849010e-01
2.0000000000e+00,-7.7205933465e+00,-7.3353138956e+00,-7.8971670652e+00,-7.6141909186e+00,5.2892582273e-01,7.9351153284e-01
2.0000000000e+00,-9.3340385509e+00,-8.8799384805e+00,-9.5228933991e+00,-9.2366442911e+00,5.6234122147e-01,9.3682662408e-01
2.0000000000e+00,-7.8414384772e+00,-7.2492545411e+00,-7.8687581374e+00,-7.4499075731e+00,5.5664894011e-02,5.4324154944e-01
2.0000000000e+00,-1.1020643510e+01,-1.0421564548e+01,-1.1054170242e+01,-1.0638280227e+01,6.9008056174e-02,5.6237709099e-01
2.0000000000e+00,-9.2554062955e+00,-8.5796391955e+00,-9.2833723628e+00,-8.7984394869e+00,5.7724550770e-02,5.8147273220e-01
2.0000000000e+00,-8.7234289578e+00,-7.8693480961e+00,-8.7769796705e+00,-8.1251421507e+00,1.1571185278e-01,7.1454880708e-01
2.0000000000e+00,-7.0889792929e+00,-6.5544493493e+00,-7.1249414871e+00,-6.7499973331e+00,7.3689161797e-02,5.0778866311e-01
2.0000000000e+00,-9.0616512899e+00,-7.8799320731e+00,-9.2033396758e+00,-8.3140052963e+00,3.1899348556e-01,1.1881244152e+00
2.0000000000e+00,-9.2534332355e+00,-8.8544118454e+00,-9.2798502016e+00,-9.0106260004e+00,5.4332341383e-02,3.9203994422e-01
2.0000000000e+00,-7.3651211522e+00,-7.2033971732e+00,-7.3801074086e+00,-7.2734110907e+00,3.0747543503e-02,1.7598685951e-01
2.0000000000e+00,-7.2562405264e+00,-6.7702900105e+00,-7.3036331328e+00,-6.9511946667e+00,9.9002313506e-02,4.8676902452e-01
2.0000000000e+00,-1.1204998671e+01,-1.0802280800e+01,-1.1253372593e+01,-1.0979891468e+01,1.0099591545e-01,4.2959987629e-01
2.0000000000e+00,-7.0153238277e+00,-6.7235452937e+00,-7.0539514123e+00,-6.8618796448e+00,8.1216878926e-02,3.3621064787e-01
2.0000000000e+00,-1.0895882187e+01,-1.0330296604e+01,-1.0986892837e+01,-1.0635762686e+01,1.9297982289e-01,6.8759929298e-01
2.0000000000e+00,-8.6007012549e+00,-8.0412840000e+00,-8.6961956391e+00,-8.3670073283e+00,1.9043107759e-01,7.1089225162e-01
2.0000000000e+00,-7.2326440586e+00,-6.8252992288e+00,-7.2612184150e+00,-6.9715535155e+00,5.9399025698e-02,3.8252917610e-01
2.0000000000e+00,-8.0574000396e+00,-7.3127355879e+00,-8.0924936785e+00,-7.5799155965e+00,7.0032511926e-02,6.5969747875e-01
2.0000000000e+00,-7.8823126593e+00,-7.6554162591e+00,-7.8936386985e+00,-7.7410992888e+00,2.3098361550e-02,2.2436316326e-01
2.0000000000e+00,-7.6719985450e+00,-7.2302507480e+00,-7.6967883726e+00,-7.3859692585e+00,5.0278243893e-02,4.0982777328e-01
2.0000000000e+00,-8.6484189296e+00,-8.0974965813e+00,-8.8380925650e+00,-8.4734481346e+00,5.6886778200e-01,1.0166587558e+00
2.0000000000e+00,-8.3939057201e+00,-7.9806935072e+00,-8.4133291792e+00,-8.0982333987e+00,4.0194550330e-02,3.2573920011e-01
2.0000000000e+00,-8.2275010183e+00,-7.0887458803e+00,-8.3538082931e+00,-7.5062594933e+00,2.8101509499e-01,1.1590808281e+00
2.0000000000e+00,-1.0269291827e+01,-9.6355679838e+00,-1.0385589310e+01,-1.0004305554e+01,2.2895772515e-01,7.8984896570e-01
2.0000000000e+00,-9.6411985753e+00,-8.2026794978e+00,-9.7745436522e+00,-8.8013656834e+00,2.8280193642e-01,1.4933104581e+00
2.0000000000e+00,-1.1294345775e+01,-8.3885510161e+00,-1.1908785777e+01,-9.6500205311e+00,1.5260493123e+00,4.0553010829e+00
2.0000000000e+00,-8.1177332150e+00,-7.7912360430e+00,-8.1324139930e+00,-7.9252525311e+00,2.9718721434e-02,3.1890378302e-01
2.0000000000e+00,-7.4389324177e+00,-6.6934102360e+00,-7.4936898782e+00,-6.9023867285e+00,1.1883463495e-01,6.2309447323e-01
2.0000000000e+00,-7.9961776270e+00,-7.2604389882e+00,-8.0354168247e+00,-7.5563794236e+00,7.9236421677e-02,7.2491956198e-01
2.0000000000e+00,-8.8994015896e+00,-8.1849802154e+00,-9.1305259690e+00,-8.6706217966e+00,6.5561523289e-01,1.2546363215e+00
2.0000000000e+00,-9.3334884193e+00,-8.5530461921e+00,-9.3679504202e+00,-8.8451123836e+00,7.0315351634e-02,7.0435857461e-01
2.0000000000e+00,-7.5151633782e+00,-7.1416477572e+00,-7.5472508836e+00,-7.2878013010e+00,6.6489001962e-02,3.7534445865e-01
2.0000000000e+00,-8.0401955574e+00,-7.5552845764e+00,-8.0910652919e+00,-7.7447338866e+00,1.0661763857e-01,4.9514222019e-01
