model_number,marginal_log_mean,conditional_log_mean,marginal_mean_ll,conditional_mean_ll,marginal_var_ll,conditional_var_ll
0.0000000000e+00,-2.7480317196e+01,-2.6240988757e+01,-2.7699730757e+01,-2.6722885019e+01,4.9438810514e-01,1.3889977518e+00
0.0000000000e+00,-2.4729746841e+01,-2.4138513003e+01,-2.5410230530e+01,-2.4982850454e+01,2.1013260635e+00,2.5219935828e+00
0.0000000000e+00,-3.1627015549e+01,-2.9944044014e+01,-3.2060659595e+01,-3.0884225715e+01,1.2876737736e+00,2.7308295466e+00
0.0000000000e+00,-2.6958652718e+01,-2.6129818640e+01,-2.7010762954e+01,-2.6429922286e+01,1.0604186785e-01,7.9786409140e-01
0.0000000000e+00,-2.6590697085e+01,-2.5504877936e+01,-2.6736667646e+01,-2.5933793438e+01,3.2477170459e-01,1.2162443300e+00
0.0000000000e+00,-2.3420249898e+01,-2.3142723489e+01,-2.3747388289e+01,-2.3536887816e+01,1.0415128772e+00,1.2218194123e+00
0.0000000000e+00,-2.5338474705e+01,-2.4005492285e+01,-2.5970089657e+01,-2.4973240546e+01,1.9028901110e+00,2.8814466462e+00
0.0000000000e+00,-2.4590024319e+01,-2.3557647412e+01,-2.5067873361e+01,-2.4313447136e+01,1.4145625736e+00,2.2536154607e+00
0.0000000000e+00,-2.4708855531e+01,-2.4296817138e+01,-2.5052440670e+01,-2.4752473749e+01,1.0866671779e+00,1.3832415973e+00
0.0000000000e+00,-2.4220847165e+01,-2.3838063596e+01,-2.4558142235e+01,-2.4265145711e+01,1.1020318326e+00,1.3620297191e+00
0.0000000000e+00,-2.2153438220e+01,-2.1870992624e+01,-2.2183553350e+01,-2.1987218508e+01,6.3232044817e-02,3.0054616054e-01
0.0000000000e+00,-2.9277231769e+01,-2.7059363644e+01,-3.0156611868e+01,-2.8445120129e+01,2.3957288570e+00,4.0838376472e+00
0.0000000000e+00,-2.6855545414e+01,-2.6152402711e+01,-2.6981127645e+01,-2.6425159960e+01,2.7838841354e-01,7.4729219687e-01
0.0000000000e+00,-2.5267872716e+01,-2.5042920138e+01,-2.5284493283e+01,-2.5131923394e+01,3.3823303343e-02,2.3076630326e-01
0.0000000000e+00,-2.5753978150e+01,-2.5218153531e+01,-2.6146168769e+01,-2.5724150958e+01,1.2396435526e+00,1.5405785816e+00
0.0000000000e+00,-2.3736509404e+01,-2.3465872743e+01,-2.3767551957e+01,-2.3573555752e+01,6.4740196447e-02,2.7348120655e-01
0.0000000000e+00,-2.5248956536e+01,-2.4324228760e+01,-2.5608010655e+01,-2.4960442882e+01,1.1405063216e+00,1.8698578529e+00
0.0000000000e+00,-2.2820765610e+01,-2.2311067091e+01,-2.2856943715e+01,-2.2505246779e+01,7.4651372246e-02,5.1748452910e-01
0.0000000000e+00,-2.5115041696e+01,-2.4371976607e+01,-2.5507407810e+01,-2.4962311486e+01,1.1538780993e+00,1.7458117552e+00
0.0000000000e+00,-2.3112534618e+01,-2.2851483420e+01,-2.3450832387e+01,-2.3251070548e+01,1.0801800796e+00,1.2345685512e+00
0.0000000000e+00,-2.5428691325e+01,-2.4917946768e+01,-2.5607616827e+01,-2.5233622597e+01,5.5404470996e-01,9.2720867615e-01
0.0000000000e+00,-2.4817645562e+01,-2.3651025424e+01,-2.5165353172e+01,-2.4284521753e+01,9.3397915932e-01,1.8456743522e+00
0.0000000000e+00,-2.6253288388e+01,-2.5362385124e+01,-2.6511333831e+01,-2.5841380008e+01,7.1979542512e-01,1.3722795071e+00
0.0000000000e+00,-2.8725378691e+01,-2.8364271488e+01,-2.9232182287e+01,-2.8953388076e+01,1.6244082142e+00,1.8404916765e+00
0.0000000000e+00,-2.6872598641e+01,-2.6176380529e+01,-2.7277985625e+01,-2.6762985442e+01,1.2131118993e+00,1.7338491997e+00
0.0000000000e+00,-2.3850490535e+01,-2.3174830928e+01,-2.4064128517e+01,-2.3594948128e+01,6.3894333278e-01,1.2088761937e+00
0.0000000000e+00,-2.7936725042e+01,-2.7197393578e+01,-2.8088489110e+01,-2.7515736978e+01,3.2341390584e-01,8.6562135711e-01
0.0000000000e+00,-2.2967212118e+01,-2.2520667218e+01,-2.3341943136e+01,-2.2991030034e+01,1.1665255548e+00,1.4324681890e+00
0.0000000000e+00,-2.6670539426e+01,-2.6131230135e+01,-2.7048133199e+01,-2.6648285137e+01,1.1548337409e+00,1.5711372385e+00
0.0000000000e+00,-2.3771659471e+01,-2.3359850802e+01,-2.4113014430e+01,-2.3810533193e+01,1.0853234279e+00,1.3915464324e+00
0.0000000000e+00,-2.4741954904e+01,-2.4399749209e+01,-2.5074221371e+01,-2.4812997930e+01,1.0575428813e+00,1.2744006320e+00
0.0000000000e+00,-2.7912803669e+01,-2.6306870938e+01,-2.8472925663e+01,-2.7245607169e+01,1.5705985861e+00,2.7189208801e+00
0.0000000000e+00,-2.6123977746e+01,-2.5781404914e+01,-2.6185217687e+01,-2.5940741689e+01,1.2808768878e-01,4.0963859541e-01
0.0000000000e+00,-2.6599754748e+01,-2.6172248745e+01,-2.6696869895e+01,-2.6380757432e+01,2.0401973859e-01,5.3609418339e-01
0.0000000000e+00,-2.6136380436e+01,-2.4808010065e+01,-2.6358444306e+01,-2.5331981070e+01,4.9685524657e-01,1.4544189513e+00
0.0000000000e+00,-2.6785215114e+01,-2.6009604540e+01,-2.6919832193e+01,-2.6328850204e+01,2.9454449449e-01,8.8134584331e-01
0.0000000000e+00,-2.7141790223e+01,-2.5790561861e+01,-2.7443371707e+01,-2.6442111493e+01,8.1585186934e-01,1.8565043113e+00
0.0000000000e+00,-2.4578132775e+01,-2.4183213473e+01,-2.4938563644e+01,-2.4636840695e+01,1.1246441928e+00,1.3895076873e+00
0.0000000000e+00,-2.1633958816e+01,-2.1308253588e+01,-2.1676064875e+01,-2.1440170827e+01,8.7497303125e-02,3.3603492341e-01
0.0000000000e+00,-2.3128638885e+01,-2.2725204525e+01,-2.3163923766e+01,-2.2883761598e+01,7.3876676437e-02,4.0829606010e-01
0.0000000000e+00,-2.4948004813e+01,-2.4551510677e+01,-2.4988756618e+01,-2.4705783659e+01,8.3935092901e-02,3.9238160422e-01
0.0000000000e+00,-2.4505515348e+01,-2.3650437305e+01,-2.4807758092e+01,-2.4150186446e+01,8.3665350185e-01,1.4327913824e+00
0.0000000000e+00,-2.9031414929e+01,-2.8792916761e+01,-2.9276233389e+01,-2.9102961027e+01,6.8651392282e-01,8.7730850792e-01
0.0000000000e+00,-2.4879007379e+01,-2.4148281774e+01,-2.5245168456e+01,-2.4745099422e+01,1.1295753632e+00,1.7643648742e+00
0.0000000000e+00,-2.2004835290e+01,-2.1456405366e+01,-2.2058792299e+01,-2.1670862904e+01,1.1458251265e-01,5.5641811638e-01
0.0000000000e+00,-2.6799680250e+01,-2.6193695689e+01,-2.6933495375e+01,-2.6470771265e+01,2.8192458268e-01,7.3933849006e-01
0.0000000000e+00,-2.5367673063e+01,-2.4605950574e+01,-2.5487431641e+01,-2.4896378091e+01,2.6262937761e-01,8.1432509503e-01
0.0000000000e+00,-2.3893244014e+01,-2.2844398824e+01,-2.4012224573e+01,-2.3239523601e+01,2.6160719119e-01,1.0948262841e+00
0.0000000000e+00,-2.4760850233e+01,-2.3891966680e+01,-2.5347062980e+01,-2.4700283624e+01,1.7789586778e+00,2.4305063919e+00
0.0000000000e+00,-2.7722790999e+01,-2.7336123042e+01,-2.7989533906e+01,-2.7695818811e+01,7.2018822531e-01,9.9953926978e-01
0.0000000000e+00,-2.5110044088e+01,-2.4448268295e+01,-2.5245447492e+01,-2.4760282935e+01,2.8439772220e-01,8.3146659171e-01
0.0000000000e+00,-2.6530795106e+01,-2.6104601496e+01,-2.6883645534e+01,-2.6583536130e+01,1.1162539299e+00,1.4563204089e+00
0.0000000000e+00,-2.6372428183e+01,-2.5306950423e+01,-2.6976847023e+01,-2.6164946956e+01,1.8526496355e+00,2.5993836645e+00
0.0000000000e+00,-3.0817122196e+01,-2.8686906627e+01,-3.1157210310e+01,-2.9666892476e+01,9.2697161004e-01,2.7115864140e+00
0.0000000000e+00,-2.2660458624e+01,-2.2432745817e+01,-2.2682937808e+01,-2.2531697816e+01,4.5387685131e-02,2.4889478230e-01
0.0000000000e+00,-2.4692348159e+01,-2.2606656591e+01,-2.5095419702e+01,-2.3472490430e+01,9.1283949428e-01,2.4800926623e+00
0.0000000000e+00,-2.4446680743e+01,-2.4040032078e+01,-2.4478036951e+01,-2.4195276695e+01,6.3683134631e-02,4.1039036042e-01
0.0000000000e+00,-2.5357361452e+01,-2.4377365968e+01,-2.5566355233e+01,-2.4872899624e+01,6.3083696903e-01,1.4202485024e+00
0.0000000000e+00,-2.6241102244e+01,-2.5676238592e+01,-2.6338402385e+01,-2.5903109612e+01,2.1283219923e-01,6.2442220852e-01
0.0000000000e+00,-2.2277201063e+01,-2.1784160997e+01,-2.2506263564e+01,-2.2122729749e+01,6.7650355590e-01,9.8029471181e-01
0.0000000000e+00,-2.6419031198e+01,-2.6105359185e+01,-2.6765262608e+01,-2.6518578925e+01,1.1106561531e+00,1.2748301395e+00
1.0000000000e+00,-1.4820886750e+01,-1.4597719435e+01,-1.5158427896e+01,-1.4993884752e+01,1.0821622037e+00,1.2500015548e+00
1.0000000000e+00,-1.7776839769e+01,-1.7616776338e+01,-1.8176435949e+01,-1.8048162025e+01,1.1865752947e+00,1.2707495499e+00
1.0000000000e+00,-1.5807306488e+01,-1.5299044780e+01,-1.5933935393e+01,-1.5536677775e+01,2.7391733769e-01,6.2660705773e-01
1.0000000000e+00,-2.1599976046e+01,-2.1227476255e+01,-2.1862129378e+01,-2.1588277302e+01,7.4672573890e-01,1.0586569351e+00
1.0000000000e+00,-1.6158265158e+01,-1.5600337881e+01,-1.6231691036e+01,-1.5821960841e+01,1.5475788655e-01,5.9874684395e-01
1.0000000000e+00,-1.6192635446e+01,-1.6033961623e+01,-1.6733703019e+01,-1.6604985740e+01,1.5454267677e+00,1.6239609635e+00
1.0000000000e+00,-1.5875529622e+01,-1.5691718754e+01,-1.5937833414e+01,-1.5809465626e+01,1.3947617227e-01,2.9302034622e-01
1.0000000000e+00,-1.5656813754e+01,-1.5446846168e+01,-1.6003797254e+01,-1.5832535497e+01,1.0862270241e+00,1.2041056552e+00
1.0000000000e+00,-1.4213972581e+01,-1.3992817445e+01,-1.4287718795e+01,-1.4125382592e+01,1.6358917814e-01,3.3157164532e-01
1.0000000000e+00,-1.6646761728e+01,-1.6490050023e+01,-1.6779069147e+01,-1.6668342362e+01,2.9772357232e-01,4.1808100544e-01
1.0000000000e+00,-1.3820524370e+01,-1.3681672276e+01,-1.3840134018e+01,-1.3746444800e+01,3.9496223709e-02,1.5830289820e-01
1.0000000000e+00,-1.6766938865e+01,-1.6038849093e+01,-1.7019235009e+01,-1.6486320912e+01,7.3470695422e-01,1.3277003129e+00
1.0000000000e+00,-1.5062279926e+01,-1.4502287690e+01,-1.5279725913e+01,-1.4859708681e+01,6.3834806877e-01,1.0403640500e+00
1.0000000000e+00,-1.8243335729e+01,-1.8025902863e+01,-1.8277797524e+01,-1.8117629693e+01,7.4093690780e-02,2.5059290482e-01
1.0000000000e+00,-1.9400300711e+01,-1.9272648334e+01,-1.9500896881e+01,-1.9409314404e+01,2.2822267557e-01,3.3177487849e-01
1.0000000000e+00,-1.6086621991e+01,-1.5756350132e+01,-1.6428094624e+01,-1.6182734897e+01,1.0981839553e+00,1.3452767003e+00
1.0000000000e+00,-1.5900973497e+01,-1.5660625418e+01,-1.6227818098e+01,-1.6043327755e+01,1.0202126761e+00,1.1794784502e+00
1.0000000000e+00,-1.5911179880e+01,-1.5673556615e+01,-1.6278241476e+01,-1.6072142049e+01,1.2284644674e+00,1.2965468175e+00
1.0000000000e+00,-1.5110756522e+01,-1.4832917577e+01,-1.5525547124e+01,-1.5314374149e+01,1.2440168742e+00,1.4301874744e+00
1.0000000000e+00,-1.5861221686e+01,-1.5112853387e+01,-1.5939675699e+01,-1.5375000645e+01,1.7073579674e-01,7.4521713497e-01
1.0000000000e+00,-2.0027065267e+01,-1.9889799523e+01,-2.0405587953e+01,-2.0300409114e+01,1.0403293744e+00,1.1382069231e+00
1.0000000000e+00,-1.7597279623e+01,-1.5784729579e+01,-1.7874754000e+01,-1.6508783395e+01,6.0577922643e-01,2.0562030652e+00
1.0000000000e+00,-1.6680101486e+01,-1.6511556452e+01,-1.7000549756e+01,-1.6859343651e+01,1.0668621508e+00,1.1427457275e+00
1.0000000000e+00,-1.5868659946e+01,-1.5712592093e+01,-1.6043698781e+01,-1.5923064443e+01,5.4769906610e-01,6.4333631577e-01
1.0000000000e+00,-1.6625938877e+01,-1.6406009841e+01,-1.6979009953e+01,-1.6814299047e+01,1.1154162132e+00,1.2566291374e+00
1.0000000000e+00,-1.7264822906e+01,-1.6924318121e+01,-1.7454511165e+01,-1.7186880819e+01,6.0416362779e-01,8.0451807967e-01
1.0000000000e+00,-1.6198309470e+01,-1.6040515265e+01,-1.6521580790e+01,-1.6398051994e+01,8.7385251380e-01,9.6827329333e-01
1.0000000000e+00,-1.4640107327e+01,-1.4489683536e+01,-1.4816618575e+01,-1.4704586779e+01,5.4990717542e-01,6.5426310614e-01
1.0000000000e+00,-1.5333367338e+01,-1.5108249772e+01,-1.5564970259e+01,-1.5393678780e+01,6.8475024276e-01,8.4106058212e-01
1.0000000000e+00,-1.7131486149e+01,-1.6879287789e+01,-1.7356168167e+01,-1.7182868368e+01,5.2113369547e-01,7.2412863607e-01
1.0000000000e+00,-1.6730682475e+01,-1.6565263862e+01,-1.7055958307e+01,-1.6913273667e+01,1.0661009358e+00,1.1209885491e+00
1.0000000000e+00,-1.4822411433e+01,-1.4502382426e+01,-1.4885545093e+01,-1.4646903768e+01,1.4115142438e-01,3.8531921913e-01
1.0000000000e+00,-1.5484463580e+01,-1.4987368825e+01,-1.5863050995e+01,-1.5519829968e+01,1.1976105741e+00,1.6250911113e+00
1.0000000000e+00,-1.4628376182e+01,-1.4462369016e+01,-1.4978860735e+01,-1.4844813025e+01,1.1162688532e+00,1.1950785780e+00
1.0000000000e+00,-1.9081630653e+01,-1.8721953665e+01,-1.9440575527e+01,-1.9157467669e+01,1.0960364180e+00,1.3186872094e+00
1.0000000000e+00,-1.9009156622e+01,-1.7720952274e+01,-1.9165800553e+01,-1.8176709602e+01,3.4309666134e-01,1.3085875531e+00
1.0000000000e+00,-1.9380532725e+01,-1.9215820405e+01,-1.9429117118e+01,-1.9309608058e+01,9.9622273405e-02,2.3196407017e-01
1.0000000000e+00,-1.6399300899e+01,-1.6220865632e+01,-1.6407777867e+01,-1.6280052336e+01,1.7441645458e-02,1.5999611189e-01
1.0000000000e+00,-1.8474740766e+01,-1.8308620035e+01,-1.8680266819e+01,-1.8547660811e+01,6.1726624716e-01,7.1204330644e-01
1.0000000000e+00,-1.6111803035e+01,-1.5803773565e+01,-1.6599693953e+01,-1.6341287143e+01,1.5469052781e+00,1.6637754066e+00
1.0000000000e+00,-1.6959544814e+01,-1.6679055829e+01,-1.7347263135e+01,-1.7142411589e+01,1.1856761934e+00,1.4101407076e+00
1.0000000000e+00,-1.5934369127e+01,-1.5727814665e+01,-1.6443178058e+01,-1.6275855868e+01,1.6876696110e+00,1.7851992243e+00
1.0000000000e+00,-1.9670087542e+01,-1.9354684879e+01,-1.9887218909e+01,-1.9635179424e+01,6.3607530737e-01,8.3969329736e-01
1.0000000000e+00,-1.5018928187e+01,-1.4840058420e+01,-1.5326614883e+01,-1.5181055932e+01,9.6191835815e-01,1.0438226120e+00
1.0000000000e+00,-1.6804824883e+01,-1.6005556897e+01,-1.6884681458e+01,-1.6284184827e+01,1.7412672708e-01,7.9791667055e-01
1.0000000000e+00,-1.6336820235e+01,-1.6166748657e+01,-1.6683521959e+01,-1.6552516958e+01,1.0912318038e+00,1.1913205707e+00
1.0000000000e+00,-1.9231357505e+01,-1.8036465367e+01,-1.9547519033e+01,-1.8678494592e+01,8.7883373622e-01,1.8710356036e+00
1.0000000000e+00,-1.4769063735e+01,-1.4340841517e+01,-1.4817935888e+01,-1.4501883220e+01,1.0156118284e-01,4.3838048589e-01
1.0000000000e+00,-1.6064435740e+01,-1.5836990040e+01,-1.6080426636e+01,-1.5918611119e+01,3.3668667271e-02,2.2845668693e-01
1.0000000000e+00,-1.4949406096e+01,-1.4806488835e+01,-1.5117238611e+01,-1.5007162639e+01,5.3641721642e-01,6.1628169775e-01
1.0000000000e+00,-1.5807619495e+01,-1.5626796461e+01,-1.6288232692e+01,-1.6132291498e+01,1.5352405873e+00,1.6015842115e+00
1.0000000000e+00,-1.7177385583e+01,-1.6344507836e+01,-1.7576341258e+01,-1.6984528881e+01,1.2176071944e+00,1.9203706814e+00
1.0000000000e+00,-1.4944007029e+01,-1.4737838047e+01,-1.5314984850e+01,-1.5164596447e+01,1.2015147865e+00,1.3394334820e+00
1.0000000000e+00,-1.6064204439e+01,-1.5812840445e+01,-1.6405826439e+01,-1.6196026149e+01,1.1255052358e+00,1.2596270261e+00
1.0000000000e+00,-1.4424830524e+01,-1.4257419149e+01,-1.4441361092e+01,-1.4324791886e+01,3.3765528908e-02,1.7112141815e-01
1.0000000000e+00,-1.6976061841e+01,-1.5762020812e+01,-1.7455378956e+01,-1.6508849663e+01,1.4576288200e+00,2.2493937702e+00
1.0000000000e+00,-1.6172040297e+01,-1.5795525360e+01,-1.6217275584e+01,-1.5925073667e+01,9.6989932167e-02,3.4674658528e-01
1.0000000000e+00,-1.6773220923e+01,-1.6646713995e+01,-1.6778964095e+01,-1.6693116975e+01,1.1584132972e-02,1.2403482272e-01
1.0000000000e+00,-1.6035731755e+01,-1.5689165742e+01,-1.6221651852e+01,-1.5955502483e+01,5.9299978040e-01,8.1249087298e-01
1.0000000000e+00,-1.4693725117e+01,-1.4543016060e+01,-1.4706102053e+01,-1.4598852051e+01,2.5179111732e-02,1.4262225208e-01
1.0000000000e+00,-1.5912319843e+01,-1.5649935919e+01,-1.6109790034e+01,-1.5920108535e+01,6.5227071625e-01,8.5241276437e-01
1.0000000000e+00,-1.4461769680e+01,-1.4101860060e+01,-1.4504866850e+01,-1.4248249163e+01,8.8503622148e-02,3.9481926811e-01
1.0000000000e+00,-1.6232952995e+01,-1.6052496541e+01,-1.6404143685e+01,-1.6273141842e+01,5.2793472969e-01,6.6317019225e-01
1.0000000000e+00,-1.4672465688e+01,-1.4523018425e+01,-1.4848158350e+01,-1.4737748938e+01,5.4929054701e-01,6.5568620998e-01
1.0000000000e+00,-1.6407807510e+01,-1.6069994374e+01,-1.6579286099e+01,-1.6319525867e+01,5.2847689582e-01,7.5576017536e-01
1.0000000000e+00,-1.7469964421e+01,-1.6562248620e+01,-1.7719680852e+01,-1.7038082416e+01,7.1260295940e-01,1.3985692004e+00
1.0000000000e+00,-1.5766957080e+01,-1.4972612559e+01,-1.5995192165e+01,-1.5400746380e+01,6.4220610369e-01,1.2274802317e+00
1.0000000000e+00,-1.9796642539e+01,-1.9640383293e+01,-2.0153077351e+01,-2.0023922812e+01,1.1719979358e+00,1.2297890730e+00
1.0000000000e+00,-1.7586597111e+01,-1.7128919023e+01,-1.7919358897e+01,-1.7579648511e+01,1.0316792421e+00,1.3556141860e+00
1.0000000000e+00,-1.6597159098e+01,-1.6165929923e+01,-1.6810482681e+01,-1.6498189614e+01,6.4339086755e-01,9.9378180334e-01
1.0000000000e+00,-1.5343765452e+01,-1.4763828048e+01,-1.5403398366e+01,-1.4966666717e+01,1.2726861238e-01,5.6198959391e-01
1.0000000000e+00,-1.4900948038e+01,-1.4631536682e+01,-1.5252757682e+01,-1.5033665425e+01,1.1252993597e+00,1.2471768133e+00
1.0000000000e+00,-1.7621418810e+01,-1.7197085414e+01,-1.7819788059e+01,-1.7511888081e+01,5.9994377660e-01,9.4910862488e-01
1.0000000000e+00,-1.6050855225e+01,-1.5907142909e+01,-1.6212861064e+01,-1.6103079868e+01,5.2183697976e-01,6.2424106979e-01
1.0000000000e+00,-1.5652397034e+01,-1.5452232394e+01,-1.5819513858e+01,-1.5665281290e+01,5.2514962883e-01,6.5093638339e-01
1.0000000000e+00,-2.0048132136e+01,-1.8611973697e+01,-2.0528828512e+01,-1.9432013125e+01,1.3878371237e+00,2.3852777367e+00
1.0000000000e+00,-1.5210430095e+01,-1.4990123229e+01,-1.5233454743e+01,-1.5080050444e+01,4.7828844103e-02,2.3752265662e-01
1.0000000000e+00,-1.6975587325e+01,-1.6822147039e+01,-1.7005030942e+01,-1.6898529072e+01,6.0256100970e-02,1.8970582637e-01
1.0000000000e+00,-1.6689625066e+01,-1.6116354225e+01,-1.6742291673e+01,-1.6309746238e+01,1.1312196929e-01,5.3921996882e-01
1.0000000000e+00,-1.9568563571e+01,-1.8916349893e+01,-1.9645911442e+01,-1.9149433128e+01,1.6546776195e-01,6.6189791278e-01
1.0000000000e+00,-1.7457177925e+01,-1.7314047641e+01,-1.7611185286e+01,-1.7500393676e+01,4.8380463859e-01,5.6965267727e-01
1.0000000000e+00,-1.5300227611e+01,-1.5141276986e+01,-1.5630510479e+01,-1.5502270730e+01,1.0498924662e+00,1.1261016531e+00
